run_number,run_id,seed,scenario_id,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
17,a7d34f14e5414c0eb851dd895a46b10d,1277472743,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.31,1,1,1,0,3,0,462,11,1,0.0,13,1,"{'start_auto_explore': 1, 'move': 8, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 12, 'auto_explore_active': 1, 'visible_enemies_turns': 12, 'low_hp': 4}","{'explore': 1, 'combat_engage': 8, 'heal_low_hp': 3, 'idle': 1}",,2025-12-13T16:08:43.180753,0,56,0.0,0
18,70d1d45e520e42a1bf9b2c54aed99ce1,1277860901,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.34,1,1,0,0,3,0,462,14,1,0.0,14,1,"{'start_auto_explore': 1, 'move': 9, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 13, 'auto_explore_active': 1, 'visible_enemies_turns': 13, 'low_hp': 7}","{'explore': 1, 'combat_engage': 9, 'heal_low_hp': 3, 'idle': 1}",,2025-12-13T16:08:43.595738,0,56,0.0,0
19,e0508274d05248368944330211a46353,1278275852,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.31,1,1,0,0,3,0,462,13,1,0.0,13,1,"{'start_auto_explore': 1, 'move': 8, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 12, 'auto_explore_active': 1, 'visible_enemies_turns': 12, 'low_hp': 4}","{'explore': 1, 'combat_engage': 8, 'heal_low_hp': 2, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:43.979091,-2,56,-0.03571428571428571,0
20,a5db19f966c945b5a3d3a67e4b61de0d,1278659250,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.37,1,1,1,0,3,0,462,15,1,0.0,15,1,"{'start_auto_explore': 1, 'move': 10, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 14, 'auto_explore_active': 1, 'visible_enemies_turns': 14, 'low_hp': 4}","{'explore': 1, 'combat_engage': 10, 'heal_low_hp': 2, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:44.420236,0,56,0.0,0
21,3cf7e64cb7844709be5c207bb1e53886,1279100490,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.23,1,1,1,0,2,0,462,10,1,0.0,10,1,"{'start_auto_explore': 1, 'move': 6, 'drink_potion': 2, 'noop': 1}","{'in_explore': 1, 'in_combat': 9, 'auto_explore_active': 1, 'visible_enemies_turns': 9, 'low_hp': 3}","{'explore': 1, 'combat_engage': 6, 'heal_low_hp': 2, 'idle': 1}",,2025-12-13T16:08:44.721420,-2,56,-0.03571428571428571,1
22,d520038d7ab74a8b97ba56540bd75470,1279401698,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.28,1,1,0,0,1,0,462,11,1,0.0,12,1,"{'start_auto_explore': 1, 'move': 9, 'drink_potion': 1, 'noop': 1}","{'in_explore': 1, 'in_combat': 11, 'auto_explore_active': 1, 'visible_enemies_turns': 11, 'low_hp': 2}","{'explore': 1, 'combat_engage': 9, 'heal_low_hp': 1, 'idle': 1}",,2025-12-13T16:08:45.076189,-1,56,-0.017857142857142856,1
23,c8ae1064ed1e43d9b8130d6452de18f1,1279756297,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.33,1,1,0,0,3,0,462,12,1,0.0,14,1,"{'start_auto_explore': 1, 'move': 9, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 13, 'auto_explore_active': 1, 'visible_enemies_turns': 13, 'low_hp': 6}","{'explore': 1, 'combat_engage': 9, 'heal_low_hp': 3, 'idle': 1}",,2025-12-13T16:08:45.498324,-4,56,-0.07142857142857142,0
24,ba6a618897c24d5285d0f7e374a13c91,1280178479,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.28,1,1,0,0,3,0,462,11,1,0.0,12,1,"{'start_auto_explore': 1, 'move': 7, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 11, 'auto_explore_active': 1, 'visible_enemies_turns': 11, 'low_hp': 4}","{'explore': 1, 'combat_engage': 7, 'heal_low_hp': 3, 'idle': 1}",,2025-12-13T16:08:45.859365,-1,56,-0.017857142857142856,0
25,5b595ea5d8fb4acb9a8fe0c81f2a8761,1280543498,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.28,1,1,0,0,3,0,462,12,1,0.0,12,1,"{'start_auto_explore': 1, 'move': 7, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 11, 'auto_explore_active': 1, 'visible_enemies_turns': 11, 'low_hp': 4}","{'explore': 1, 'combat_engage': 7, 'heal_low_hp': 2, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:46.215110,-1,56,-0.017857142857142856,0
26,8e0f140623f64f30990b6bc439fb2382,1280895177,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.3,1,1,0,0,3,0,462,13,1,0.0,13,1,"{'start_auto_explore': 1, 'move': 8, 'drink_potion': 3, 'noop': 1}","{'in_explore': 1, 'in_combat': 12, 'auto_explore_active': 1, 'visible_enemies_turns': 12, 'low_hp': 3}","{'explore': 1, 'combat_engage': 8, 'heal_low_hp': 2, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:46.593238,-1,56,-0.017857142857142856,0
27,00d18dfcfc79434aa67e77a9a5999ac3,1281273416,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.22,1,1,0,0,2,0,462,9,1,0.0,10,1,"{'start_auto_explore': 1, 'move': 6, 'drink_potion': 2, 'noop': 1}","{'in_explore': 1, 'in_combat': 9, 'auto_explore_active': 1, 'visible_enemies_turns': 9, 'low_hp': 2}","{'explore': 1, 'combat_engage': 6, 'heal_low_hp': 1, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:46.892448,-1,56,-0.017857142857142856,1
28,f783314fd15f444fab4e5352057deffd,1281572565,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.25,1,1,0,0,2,0,462,10,1,0.0,11,1,"{'start_auto_explore': 1, 'move': 7, 'drink_potion': 2, 'noop': 1}","{'in_explore': 1, 'in_combat': 10, 'auto_explore_active': 1, 'visible_enemies_turns': 10, 'low_hp': 3}","{'explore': 1, 'combat_engage': 7, 'heal_low_hp': 1, 'potion': 1, 'idle': 1}",,2025-12-13T16:08:47.217962,-5,56,-0.08928571428571429,1
29,26d4eb9bbe70470baac989a4270d3a52,1281898031,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.14,1,1,0,0,0,0,462,5,1,0.0,7,1,"{'start_auto_explore': 1, 'move': 5, 'noop': 1}","{'in_explore': 1, 'in_combat': 6, 'auto_explore_active': 1, 'visible_enemies_turns': 6, 'low_hp': 1}","{'explore': 1, 'combat_engage': 5, 'idle': 1}",,2025-12-13T16:08:47.437349,-3,56,-0.05357142857142857,1
30,73862a7bcd8e46faac4df569e13b93bc,1282117380,orc_swarm_wave3,balanced,death,death,,monster_spotted,0.25,1,1,0,0,2,0,462,10,1,0.0,11,1,"{'start_auto_explore': 1, 'move': 7, 'drink_potion': 2, 'noop': 1}","{'in_explore': 1, 'in_combat': 10, 'auto_explore_active': 1, 'visible_enemies_turns': 10, 'low_hp': 3}","{'explore': 1, 'combat_engage': 7, 'heal_low_hp': 2, 'idle': 1}",,2025-12-13T16:08:47.764930,-2,56,-0.03571428571428571,1
