run_number,run_id,seed,scenario_id,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
14,6058c0048e7248b39138a1492e628c07,1871522309,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.41,1,1,11,0,0,0,483,543,1,0.0,504,1,"{'start_auto_explore': 3, 'move': 500, 'noop': 1}","{'in_explore': 3, 'in_combat': 501, 'auto_explore_active': 416, 'visible_enemies_turns': 503, 'low_hp': 496}","{'explore': 3, 'combat_engage': 500, 'idle': 1}",,2025-12-13T07:57:45.544122,-3,56,-0.05357142857142857,
15,31881b5ec6dc4bb8865beb6360ee0c68,1884996140,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.56,1,1,10,0,0,0,547,129,1,0.0,95,1,"{'start_auto_explore': 3, 'move': 90, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 92, 'auto_explore_active': 30, 'visible_enemies_turns': 94, 'low_hp': 88}","{'explore': 3, 'combat_engage': 90, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:57:48.158877,-3,56,-0.05357142857142857,
16,2d40321a73bb4f81aa2630f820c12b7d,1887610201,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.75,1,1,10,0,0,0,547,147,1,0.0,102,1,"{'start_auto_explore': 3, 'move': 97, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 99, 'auto_explore_active': 24, 'visible_enemies_turns': 101, 'low_hp': 95}","{'explore': 3, 'combat_engage': 97, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:57:50.956090,-1,56,-0.017857142857142856,
17,f756d0743f6c4c3e8d88f1dd12ce522b,1890407486,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.47,1,1,12,0,0,0,483,550,1,0.0,504,1,"{'start_auto_explore': 415, 'move': 88, 'noop': 1}","{'in_explore': 415, 'in_combat': 89, 'auto_explore_active': 414, 'visible_enemies_turns': 89, 'low_hp': 497}","{'explore': 415, 'combat_engage': 88, 'idle': 1}",,2025-12-13T07:58:04.476266,-1,56,-0.017857142857142856,
18,c3aa266355ed4378960e3e3726b2c1c1,1903928876,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.28,1,1,12,0,0,0,483,544,1,0.0,504,1,"{'start_auto_explore': 422, 'move': 81, 'noop': 1}","{'in_explore': 422, 'in_combat': 82, 'auto_explore_active': 421, 'visible_enemies_turns': 82, 'low_hp': 496}","{'explore': 422, 'combat_engage': 81, 'idle': 1}",,2025-12-13T07:58:17.813549,-1,56,-0.017857142857142856,
19,6dbe5e0ccedc445ab94b2929282f7c4a,1917265621,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.08,1,1,8,0,0,0,547,104,1,0.0,80,1,"{'start_auto_explore': 3, 'move': 75, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 77, 'auto_explore_active': 12, 'visible_enemies_turns': 79, 'low_hp': 73}","{'explore': 3, 'combat_engage': 75, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:19.944018,-1,56,-0.017857142857142856,
20,f2d044c029fd4e9393b6a1ff57fcbb5f,1919395309,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.91,1,1,10,0,0,0,547,147,1,0.0,109,1,"{'start_auto_explore': 3, 'move': 104, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 106, 'auto_explore_active': 24, 'visible_enemies_turns': 108, 'low_hp': 102}","{'explore': 3, 'combat_engage': 104, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:22.910327,-6,56,-0.10714285714285714,
21,40f0de46115b4fdbba5e1a72b46804e4,1922362078,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.34,1,1,9,0,0,0,547,123,1,0.0,87,1,"{'start_auto_explore': 3, 'move': 82, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 84, 'auto_explore_active': 16, 'visible_enemies_turns': 86, 'low_hp': 79}","{'explore': 3, 'combat_engage': 82, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:25.309826,-2,56,-0.03571428571428571,
22,95163e085e704c4fad4136b748479e41,1924761126,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.05,1,1,8,0,0,0,547,105,1,0.0,77,1,"{'start_auto_explore': 3, 'move': 72, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 74, 'auto_explore_active': 12, 'visible_enemies_turns': 76, 'low_hp': 70}","{'explore': 3, 'combat_engage': 72, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:27.411533,-3,56,-0.05357142857142857,
23,8cf6128af14743e0ba24f64c6a36b314,1926862883,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.47,1,1,9,0,0,0,547,127,1,0.0,92,1,"{'start_auto_explore': 3, 'move': 87, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 89, 'auto_explore_active': 16, 'visible_enemies_turns': 91, 'low_hp': 86}","{'explore': 3, 'combat_engage': 87, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:29.936771,0,56,0.0,
24,575f51881ddf49c2923c8342a29b1f2d,1929388111,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.38,1,1,9,0,0,0,547,118,1,0.0,89,1,"{'start_auto_explore': 3, 'move': 84, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 86, 'auto_explore_active': 12, 'visible_enemies_turns': 88, 'low_hp': 81}","{'explore': 3, 'combat_engage': 84, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:32.366794,-1,56,-0.017857142857142856,
25,5b66e634784a40d48b710d01543ccd8b,1931818186,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.92,1,1,10,0,0,0,547,158,1,0.0,109,1,"{'start_auto_explore': 3, 'move': 104, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 106, 'auto_explore_active': 26, 'visible_enemies_turns': 108, 'low_hp': 102}","{'explore': 3, 'combat_engage': 104, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:35.341753,-5,56,-0.08928571428571429,
26,509a7280a26d4966b458d9426f8307bd,1934793232,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.89,1,1,10,0,0,0,547,147,1,0.0,108,1,"{'start_auto_explore': 3, 'move': 103, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 105, 'auto_explore_active': 30, 'visible_enemies_turns': 107, 'low_hp': 102}","{'explore': 3, 'combat_engage': 103, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:38.284962,0,56,0.0,
27,2b6d6b93b9ab4b17a1ee959d2448583b,1937736358,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.33,1,1,12,0,0,0,483,542,1,0.0,504,1,"{'start_auto_explore': 420, 'move': 83, 'noop': 1}","{'in_explore': 420, 'in_combat': 84, 'auto_explore_active': 419, 'visible_enemies_turns': 84, 'low_hp': 497}","{'explore': 420, 'combat_engage': 83, 'idle': 1}",,2025-12-13T07:58:51.665191,-7,56,-0.125,
28,ae14903a29124799811d070ae6f59ce5,1951117878,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.65,1,1,10,0,0,0,547,131,1,0.0,99,1,"{'start_auto_explore': 3, 'move': 94, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 96, 'auto_explore_active': 26, 'visible_enemies_turns': 98, 'low_hp': 92}","{'explore': 3, 'combat_engage': 94, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:58:54.373609,-3,56,-0.05357142857142857,
29,79d08fd630a7481ab58098abf4baa38d,1953824989,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.55,1,1,12,0,0,0,483,552,1,0.0,504,1,"{'start_auto_explore': 416, 'move': 87, 'noop': 1}","{'in_explore': 416, 'in_combat': 88, 'auto_explore_active': 415, 'visible_enemies_turns': 88, 'low_hp': 498}","{'explore': 416, 'combat_engage': 87, 'idle': 1}",,2025-12-13T07:59:07.994941,-3,56,-0.05357142857142857,
30,1870d8173ea54e9fbe85f572943686e3,1967447655,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.72,1,1,10,0,0,0,547,133,1,0.0,101,1,"{'start_auto_explore': 3, 'move': 96, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 98, 'auto_explore_active': 30, 'visible_enemies_turns': 100, 'low_hp': 94}","{'explore': 3, 'combat_engage': 96, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:59:10.768130,0,56,0.0,
31,c2dc4de0fc32429cad7221202f0e99bb,1970219532,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.28,1,1,11,0,0,0,483,543,1,0.0,504,1,"{'start_auto_explore': 3, 'move': 500, 'noop': 1}","{'in_explore': 3, 'in_combat': 501, 'auto_explore_active': 421, 'visible_enemies_turns': 503, 'low_hp': 498}","{'explore': 3, 'combat_engage': 500, 'idle': 1}",,2025-12-13T07:59:24.098456,-5,56,-0.08928571428571429,
32,c0fdae7ffe0745299c48eba8d6ec2be7,1983551006,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.44,1,1,12,0,0,0,483,534,1,0.0,504,1,"{'start_auto_explore': 433, 'move': 70, 'noop': 1}","{'in_explore': 433, 'in_combat': 71, 'auto_explore_active': 432, 'visible_enemies_turns': 71, 'low_hp': 497}","{'explore': 433, 'combat_engage': 70, 'idle': 1}",,2025-12-13T07:59:37.599126,-2,56,-0.03571428571428571,
33,5fca87db7cea423e8719e6962feb2c2d,1997051966,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.21,1,1,11,0,0,0,483,548,1,0.0,504,1,"{'start_auto_explore': 3, 'move': 500, 'noop': 1}","{'in_explore': 3, 'in_combat': 501, 'auto_explore_active': 420, 'visible_enemies_turns': 503, 'low_hp': 497}","{'explore': 3, 'combat_engage': 500, 'idle': 1}",,2025-12-13T07:59:50.868665,0,56,0.0,
34,ea5f0125e9eb4490b3f1b7be64e077ef,2010321236,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.8,1,1,9,0,0,0,547,148,1,0.0,105,1,"{'start_auto_explore': 3, 'move': 100, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 102, 'auto_explore_active': 24, 'visible_enemies_turns': 104, 'low_hp': 98}","{'explore': 3, 'combat_engage': 100, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T07:59:53.720750,-4,56,-0.07142857142857142,
35,ba62a259e0d841c695540b636822b355,2013172179,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.3,1,1,12,0,0,0,483,548,1,0.0,504,1,"{'start_auto_explore': 420, 'move': 83, 'noop': 1}","{'in_explore': 420, 'in_combat': 84, 'auto_explore_active': 419, 'visible_enemies_turns': 84, 'low_hp': 497}","{'explore': 420, 'combat_engage': 83, 'idle': 1}",,2025-12-13T08:00:07.070466,-1,56,-0.017857142857142856,
36,957ab1b72f474874aa0177148002f3e5,2026523213,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.19,1,1,12,0,0,0,483,546,1,0.0,504,1,"{'start_auto_explore': 416, 'move': 87, 'noop': 1}","{'in_explore': 416, 'in_combat': 88, 'auto_explore_active': 415, 'visible_enemies_turns': 88, 'low_hp': 496}","{'explore': 416, 'combat_engage': 87, 'idle': 1}",,2025-12-13T08:00:20.331796,-2,56,-0.03571428571428571,
37,f26d75aa9378404eae5f7e92a75ebdf8,2039784601,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.8,1,1,9,0,0,0,547,136,1,0.0,100,1,"{'start_auto_explore': 3, 'move': 95, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 97, 'auto_explore_active': 24, 'visible_enemies_turns': 99, 'low_hp': 92}","{'explore': 3, 'combat_engage': 95, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:23.188728,-3,56,-0.05357142857142857,
38,77512c383e134844bd60ec3aec2697d7,2042640158,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.42,1,1,9,0,0,0,547,123,1,0.0,87,1,"{'start_auto_explore': 3, 'move': 82, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 84, 'auto_explore_active': 12, 'visible_enemies_turns': 86, 'low_hp': 80}","{'explore': 3, 'combat_engage': 82, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:25.659313,0,56,0.0,
39,fa74fb4628934776923fb357ab5b3f22,2045110734,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,3.1,1,1,11,0,0,0,547,155,1,0.0,112,1,"{'start_auto_explore': 3, 'move': 107, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 109, 'auto_explore_active': 30, 'visible_enemies_turns': 111, 'low_hp': 105}","{'explore': 3, 'combat_engage': 107, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:28.816622,0,56,0.0,
40,14ac1ca161314ccda7c8657dac284022,2048268035,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.21,1,1,11,0,0,0,504,115,1,0.0,80,1,"{'start_auto_explore': 3, 'move': 75, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 77, 'auto_explore_active': 8, 'visible_enemies_turns': 79, 'low_hp': 70}","{'explore': 3, 'combat_engage': 75, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:31.078673,-1,56,-0.017857142857142856,
41,0a18d7b3e2c14ded957789c8b5d60a9d,2050530100,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.5,1,1,11,0,0,0,504,129,1,0.0,91,1,"{'start_auto_explore': 3, 'move': 86, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 88, 'auto_explore_active': 8, 'visible_enemies_turns': 90, 'low_hp': 84}","{'explore': 3, 'combat_engage': 86, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:33.631056,0,56,0.0,
42,db5d28ae2a6b4ffdaa1db9949b5c6917,2053082448,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.76,1,1,10,0,0,0,504,149,1,0.0,101,1,"{'start_auto_explore': 3, 'move': 96, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 98, 'auto_explore_active': 8, 'visible_enemies_turns': 100, 'low_hp': 94}","{'explore': 3, 'combat_engage': 96, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:36.447753,-4,56,-0.07142857142857142,
43,59deaf6f8f3243888ce35000145d3f92,2055899161,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.38,1,1,9,0,0,0,547,117,1,0.0,85,1,"{'start_auto_explore': 3, 'move': 80, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 82, 'auto_explore_active': 12, 'visible_enemies_turns': 84, 'low_hp': 79}","{'explore': 3, 'combat_engage': 80, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:38.894355,0,56,0.0,
44,972719ac111a467aaca7e8aa7c6a3678,2058346244,orc_swarm_wave3,aggressive,max_turns,max_turns,Hit turn limit (500),none,13.75,1,1,12,0,0,0,483,552,1,0.0,504,1,"{'start_auto_explore': 407, 'move': 96, 'noop': 1}","{'in_explore': 407, 'in_combat': 97, 'auto_explore_active': 406, 'visible_enemies_turns': 97, 'low_hp': 497}","{'explore': 407, 'combat_engage': 96, 'idle': 1}",,2025-12-13T08:00:52.699550,-4,56,-0.07142857142857142,
45,2bfaf1a0a65a4af7872ced83e297d628,2072151917,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.75,1,1,9,0,0,0,547,137,1,0.0,99,1,"{'start_auto_explore': 3, 'move': 94, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 96, 'auto_explore_active': 16, 'visible_enemies_turns': 98, 'low_hp': 92}","{'explore': 3, 'combat_engage': 94, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:55.511933,0,56,0.0,
46,a96606435fbc4f14a3790f42b01ad16f,2074963314,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.46,1,1,8,0,0,0,547,122,1,0.0,88,1,"{'start_auto_explore': 3, 'move': 83, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 85, 'auto_explore_active': 12, 'visible_enemies_turns': 87, 'low_hp': 81}","{'explore': 3, 'combat_engage': 83, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:00:58.027178,0,56,0.0,
47,3ceeb7b6081a422285afa34c99510d0d,2077478568,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,3.08,1,1,10,0,0,0,547,148,1,0.0,110,1,"{'start_auto_explore': 3, 'move': 105, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 107, 'auto_explore_active': 30, 'visible_enemies_turns': 109, 'low_hp': 103}","{'explore': 3, 'combat_engage': 105, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:01.159489,-4,56,-0.07142857142857142,
48,264c4818cd924b62aa38f85311b7f46a,2080610911,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.64,1,1,9,0,0,0,547,128,1,0.0,94,1,"{'start_auto_explore': 3, 'move': 89, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 91, 'auto_explore_active': 24, 'visible_enemies_turns': 93, 'low_hp': 87}","{'explore': 3, 'combat_engage': 89, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:03.849274,-5,56,-0.08928571428571429,
49,655af0c1319a4f8a84ff24e77dfb5c07,2083300642,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.91,1,1,10,0,0,0,504,155,1,0.0,106,1,"{'start_auto_explore': 3, 'move': 101, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 103, 'auto_explore_active': 8, 'visible_enemies_turns': 105, 'low_hp': 99}","{'explore': 3, 'combat_engage': 101, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:06.814181,-5,56,-0.08928571428571429,
50,b651811744924f289d8b9ec861543305,2086265585,orc_swarm_wave3,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,2.52,1,1,9,0,0,0,547,125,1,0.0,91,1,"{'start_auto_explore': 3, 'move': 86, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 88, 'auto_explore_active': 12, 'visible_enemies_turns': 90, 'low_hp': 84}","{'explore': 3, 'combat_engage': 86, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:09.386686,-3,56,-0.05357142857142857,
