run_number,run_id,seed,scenario_id,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
11,9eaff052fb654a2b81e24f9e44c4a5e1,2125794162,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.33,1,1,5,0,0,0,240,82,1,0.0,55,1,"{'start_auto_explore': 3, 'move': 50, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 52, 'auto_explore_active': 6, 'visible_enemies_turns': 54, 'low_hp': 45}","{'explore': 3, 'combat_engage': 50, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:47.734013,-7,56,-0.125,
12,d7f96f6c23cd4103a823bc9f9271c57e,2127185392,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,other,1.3,1,1,6,0,0,0,240,74,1,0.0,54,1,"{'start_auto_explore': 3, 'move': 49, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 51, 'auto_explore_active': 7, 'visible_enemies_turns': 53, 'low_hp': 45}","{'explore': 3, 'combat_engage': 49, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:49.088045,-1,56,-0.017857142857142856,
13,962733e3222d42748f53054dd360f5c7,2128539343,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.38,1,1,5,0,0,0,240,81,1,0.0,57,1,"{'start_auto_explore': 3, 'move': 52, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 54, 'auto_explore_active': 6, 'visible_enemies_turns': 56, 'low_hp': 46}","{'explore': 3, 'combat_engage': 52, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:50.527180,0,56,0.0,
14,bbf20725718545ffa3fbd9d26b887b78,2129978473,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.25,1,1,5,0,0,0,240,73,1,0.0,52,1,"{'start_auto_explore': 3, 'move': 47, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 49, 'auto_explore_active': 7, 'visible_enemies_turns': 51, 'low_hp': 40}","{'explore': 3, 'combat_engage': 47, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:51.837098,-2,56,-0.03571428571428571,
15,5f0388749d7f444a957f24ac01cc70d3,2131288525,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.1,1,1,4,0,0,0,240,66,1,0.0,47,1,"{'start_auto_explore': 3, 'move': 42, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 44, 'auto_explore_active': 7, 'visible_enemies_turns': 46, 'low_hp': 37}","{'explore': 3, 'combat_engage': 42, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:01:53.011356,0,56,0.0,
16,013f3e041e794fe6b6eed7991118c3c1,2132462796,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.69,1,1,7,10,1,0,600,159,1,0.0,148,1,"{'start_auto_explore': 87, 'move': 48, 'noop': 1, 'pickup': 10, 'drink_potion': 1, 'abort': 1}","{'in_explore': 88, 'in_combat': 49, 'auto_explore_active': 86, 'visible_enemies_turns': 49, 'low_hp': 45, 'in_loot': 11, 'floor_complete': 1}","{'explore': 87, 'combat_engage': 48, 'idle': 1, 'loot': 10, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:01:56.753079,39,56,0.6964285714285714,
17,9dd76fb391b040b8a245f3ea30ce90ba,2136204674,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.85,1,1,7,14,1,0,600,164,1,0.0,156,1,"{'start_auto_explore': 92, 'move': 47, 'noop': 1, 'pickup': 14, 'drink_potion': 1, 'abort': 1}","{'in_explore': 93, 'in_combat': 48, 'auto_explore_active': 91, 'visible_enemies_turns': 48, 'low_hp': 42, 'in_loot': 15, 'floor_complete': 1}","{'explore': 92, 'combat_engage': 47, 'idle': 1, 'loot': 14, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:00.660385,39,56,0.6964285714285714,
18,1efe095fd4324045bfae8b53410c1c1c,2140112499,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.5,1,1,6,0,0,0,240,90,1,0.0,62,1,"{'start_auto_explore': 3, 'move': 57, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 59, 'auto_explore_active': 7, 'visible_enemies_turns': 61, 'low_hp': 52}","{'explore': 3, 'combat_engage': 57, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:02.210030,-3,56,-0.05357142857142857,
19,6b30e58066114cabbd6c072d89d054e8,2141661959,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.17,1,1,4,0,0,0,240,64,1,0.0,49,1,"{'start_auto_explore': 3, 'move': 44, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 46, 'auto_explore_active': 7, 'visible_enemies_turns': 48, 'low_hp': 38}","{'explore': 3, 'combat_engage': 44, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:03.434485,-3,56,-0.05357142857142857,
20,35eada1ecc624029ba53c999c2e59bd7,2142885786,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.99,1,1,7,18,1,0,600,169,1,0.0,162,1,"{'start_auto_explore': 94, 'move': 47, 'noop': 1, 'pickup': 18, 'drink_potion': 1, 'abort': 1}","{'in_explore': 95, 'in_combat': 48, 'auto_explore_active': 93, 'visible_enemies_turns': 48, 'low_hp': 45, 'in_loot': 19, 'floor_complete': 1}","{'explore': 94, 'combat_engage': 47, 'idle': 1, 'loot': 18, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:07.481790,40,56,0.7142857142857143,
21,d6ccdf356c4a475383c8f1385d5dc043,2146934122,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.43,1,1,7,16,1,0,600,147,1,0.0,142,1,"{'start_auto_explore': 73, 'move': 50, 'noop': 1, 'pickup': 16, 'drink_potion': 1, 'abort': 1}","{'in_explore': 74, 'in_combat': 51, 'auto_explore_active': 72, 'visible_enemies_turns': 51, 'low_hp': 46, 'in_loot': 17, 'floor_complete': 1}","{'explore': 73, 'combat_engage': 50, 'idle': 1, 'loot': 16, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:10.962233,40,56,0.7142857142857143,
22,530bc2988dd34681abca857d0a49728a,2930534,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.18,1,1,4,0,0,0,240,68,1,0.0,49,1,"{'start_auto_explore': 3, 'move': 44, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 46, 'auto_explore_active': 7, 'visible_enemies_turns': 48, 'low_hp': 38}","{'explore': 3, 'combat_engage': 44, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:12.188842,-1,56,-0.017857142857142856,
23,27c8ebca71b3469e90b4e01262e0f109,4157017,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,other,1.41,1,1,6,0,0,0,240,75,1,0.0,58,1,"{'start_auto_explore': 3, 'move': 53, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 55, 'auto_explore_active': 9, 'visible_enemies_turns': 57, 'low_hp': 47}","{'explore': 3, 'combat_engage': 53, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:13.665302,0,56,0.0,
24,78a946455f294034a140481ec8b7f681,5633132,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.48,1,1,6,0,0,0,240,87,1,0.0,61,1,"{'start_auto_explore': 3, 'move': 56, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 58, 'auto_explore_active': 6, 'visible_enemies_turns': 60, 'low_hp': 50}","{'explore': 3, 'combat_engage': 56, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:15.200725,-7,56,-0.125,
25,3ad8c656b24648ac88217c3b86ea57f3,7168389,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.26,1,1,4,0,0,0,240,73,1,0.0,54,1,"{'start_auto_explore': 3, 'move': 49, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 51, 'auto_explore_active': 7, 'visible_enemies_turns': 53, 'low_hp': 43}","{'explore': 3, 'combat_engage': 49, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:16.516011,-4,56,-0.07142857142857142,
26,566377ac11354ec5977fb25d76f5e9e2,8483589,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.58,1,1,7,13,1,0,600,165,1,0.0,151,1,"{'start_auto_explore': 80, 'move': 55, 'noop': 1, 'pickup': 13, 'drink_potion': 1, 'abort': 1}","{'in_explore': 81, 'in_combat': 56, 'auto_explore_active': 79, 'visible_enemies_turns': 56, 'low_hp': 52, 'in_loot': 14, 'floor_complete': 1}","{'explore': 80, 'combat_engage': 55, 'idle': 1, 'loot': 13, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:20.147241,39,56,0.6964285714285714,
27,fe29743fcd4a40f98e5118bc321d74c8,12115171,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.18,1,1,7,14,1,0,600,149,1,0.0,131,1,"{'start_auto_explore': 65, 'move': 49, 'noop': 1, 'pickup': 14, 'drink_potion': 1, 'abort': 1}","{'in_explore': 66, 'in_combat': 50, 'auto_explore_active': 64, 'visible_enemies_turns': 50, 'low_hp': 46, 'in_loot': 15, 'floor_complete': 1}","{'explore': 65, 'combat_engage': 49, 'idle': 1, 'loot': 14, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:23.379230,35,56,0.625,
28,d0f1fe28bde6422a9af62cd2163fce05,15347137,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.23,1,1,7,11,1,0,600,141,1,0.0,134,1,"{'start_auto_explore': 70, 'move': 50, 'noop': 1, 'pickup': 11, 'drink_potion': 1, 'abort': 1}","{'in_explore': 71, 'in_combat': 51, 'auto_explore_active': 69, 'visible_enemies_turns': 51, 'low_hp': 47, 'in_loot': 12, 'floor_complete': 1}","{'explore': 70, 'combat_engage': 50, 'idle': 1, 'loot': 11, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:26.665779,34,56,0.6071428571428571,
29,aae67780ab9c4efb8173e85320a9a70a,18633633,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.22,1,1,5,0,0,0,240,66,1,0.0,51,1,"{'start_auto_explore': 3, 'move': 46, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 48, 'auto_explore_active': 6, 'visible_enemies_turns': 50, 'low_hp': 40}","{'explore': 3, 'combat_engage': 46, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:27.937399,0,56,0.0,
30,e544294a9c614a58bcc89c4837ff338e,19905008,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.43,1,1,6,0,0,0,240,83,1,0.0,59,1,"{'start_auto_explore': 3, 'move': 54, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 56, 'auto_explore_active': 7, 'visible_enemies_turns': 58, 'low_hp': 49}","{'explore': 3, 'combat_engage': 54, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:29.418261,0,56,0.0,
31,74ddf5e5f2b74a92a63cc0dde52e2ee0,21386093,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.01,1,1,5,0,0,0,240,55,1,0.0,42,1,"{'start_auto_explore': 3, 'move': 37, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 39, 'auto_explore_active': 6, 'visible_enemies_turns': 41, 'low_hp': 32}","{'explore': 3, 'combat_engage': 37, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:30.503660,-3,56,-0.05357142857142857,
32,b559afa7616f4a55a472a26746de375e,22471304,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.09,1,1,7,12,1,0,600,139,1,0.0,127,1,"{'start_auto_explore': 65, 'move': 47, 'noop': 1, 'pickup': 12, 'drink_potion': 1, 'abort': 1}","{'in_explore': 66, 'in_combat': 48, 'auto_explore_active': 64, 'visible_enemies_turns': 48, 'low_hp': 41, 'in_loot': 13, 'floor_complete': 1}","{'explore': 65, 'combat_engage': 47, 'idle': 1, 'loot': 12, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:33.649709,38,56,0.6785714285714286,
33,0fb05c1bde0c4628b7731b85442b0a5f,25617546,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,other,1.59,1,1,6,0,0,0,240,91,1,0.0,65,1,"{'start_auto_explore': 3, 'move': 60, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 62, 'auto_explore_active': 7, 'visible_enemies_turns': 64, 'low_hp': 55}","{'explore': 3, 'combat_engage': 60, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:35.288771,0,56,0.0,
34,7e4702f7180745bcb05adfa6a5577f67,27256460,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.77,1,1,7,14,1,0,600,162,1,0.0,153,1,"{'start_auto_explore': 93, 'move': 43, 'noop': 1, 'pickup': 14, 'drink_potion': 1, 'abort': 1}","{'in_explore': 94, 'in_combat': 44, 'auto_explore_active': 94, 'visible_enemies_turns': 46, 'low_hp': 39, 'in_loot': 15, 'floor_complete': 1}","{'explore': 93, 'combat_engage': 43, 'idle': 1, 'loot': 14, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:39.113396,36,56,0.6428571428571429,
35,1de8ff51bf6e488a8126bfe689b8926a,31081175,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.03,1,1,5,0,0,0,240,54,1,0.0,43,1,"{'start_auto_explore': 3, 'move': 38, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 40, 'auto_explore_active': 6, 'visible_enemies_turns': 42, 'low_hp': 33}","{'explore': 3, 'combat_engage': 38, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:40.192413,-1,56,-0.017857142857142856,
36,6e3c863d940e4e61b7d0a6ca409d15b7,32160007,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.24,1,1,4,0,0,0,240,71,1,0.0,52,1,"{'start_auto_explore': 3, 'move': 47, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 49, 'auto_explore_active': 7, 'visible_enemies_turns': 51, 'low_hp': 43}","{'explore': 3, 'combat_engage': 47, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:41.488327,0,56,0.0,
37,b880ad7daffb407bac37859e4d62eece,33455948,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.83,1,1,7,12,1,0,600,168,1,0.0,155,1,"{'start_auto_explore': 91, 'move': 49, 'noop': 1, 'pickup': 12, 'drink_potion': 1, 'abort': 1}","{'in_explore': 92, 'in_combat': 50, 'auto_explore_active': 90, 'visible_enemies_turns': 50, 'low_hp': 43, 'in_loot': 13, 'floor_complete': 1}","{'explore': 91, 'combat_engage': 49, 'idle': 1, 'loot': 12, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:45.375143,34,56,0.6071428571428571,
38,bf5f18916a0243b18eb1350a4dd2ef41,37343068,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.13,1,1,5,0,0,0,240,64,1,0.0,47,1,"{'start_auto_explore': 3, 'move': 42, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 44, 'auto_explore_active': 6, 'visible_enemies_turns': 46, 'low_hp': 37}","{'explore': 3, 'combat_engage': 42, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:46.552405,-2,56,-0.03571428571428571,
39,9b58a79703c848018577b7debf57f20b,38520074,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.16,1,1,4,0,0,0,240,69,1,0.0,49,1,"{'start_auto_explore': 3, 'move': 44, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 46, 'auto_explore_active': 7, 'visible_enemies_turns': 48, 'low_hp': 37}","{'explore': 3, 'combat_engage': 44, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:47.778430,-2,56,-0.03571428571428571,
40,120a94cdebc749668eecc6a5beef762c,39746204,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.25,1,1,7,0,0,0,240,72,1,0.0,52,1,"{'start_auto_explore': 3, 'move': 47, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 49, 'auto_explore_active': 6, 'visible_enemies_turns': 50, 'low_hp': 41}","{'explore': 3, 'combat_engage': 47, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:49.086874,-1,56,-0.017857142857142856,
41,0bc4410e6cc54f89bd1b8f45662c971a,41054534,tight_brutal_funnel,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,1.04,1,1,4,0,0,0,240,58,1,0.0,43,1,"{'start_auto_explore': 3, 'move': 38, 'noop': 1, 'abort': 1}","{'in_explore': 3, 'in_combat': 40, 'auto_explore_active': 6, 'visible_enemies_turns': 42, 'low_hp': 30}","{'explore': 3, 'combat_engage': 38, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-13T08:02:50.180053,-3,56,-0.05357142857142857,
42,042ea97b28654144b0ab456059fa7cf3,42147682,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.94,1,1,7,14,1,0,600,127,1,0.0,122,1,"{'start_auto_explore': 70, 'move': 35, 'noop': 1, 'pickup': 14, 'drink_potion': 1, 'abort': 1}","{'in_explore': 71, 'in_combat': 36, 'auto_explore_active': 69, 'visible_enemies_turns': 36, 'low_hp': 30, 'in_loot': 15, 'floor_complete': 1}","{'explore': 70, 'combat_engage': 35, 'idle': 1, 'loot': 14, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:53.179614,38,56,0.6785714285714286,
43,29b1d803368e46309543c47554186e94,45147460,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.99,1,1,7,15,1,0,600,177,1,0.0,163,1,"{'start_auto_explore': 92, 'move': 53, 'noop': 1, 'pickup': 15, 'drink_potion': 1, 'abort': 1}","{'in_explore': 93, 'in_combat': 54, 'auto_explore_active': 91, 'visible_enemies_turns': 54, 'low_hp': 50, 'in_loot': 16, 'floor_complete': 1}","{'explore': 92, 'combat_engage': 53, 'idle': 1, 'loot': 15, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:02:57.219930,38,56,0.6785714285714286,
44,c2c841cb83a1410b9aecd3f4bf19eb20,49187920,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.85,1,1,7,15,1,0,600,168,1,0.0,156,1,"{'start_auto_explore': 91, 'move': 47, 'noop': 1, 'pickup': 15, 'drink_potion': 1, 'abort': 1}","{'in_explore': 92, 'in_combat': 48, 'auto_explore_active': 90, 'visible_enemies_turns': 48, 'low_hp': 41, 'in_loot': 16, 'floor_complete': 1}","{'explore': 91, 'combat_engage': 47, 'idle': 1, 'loot': 15, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:03:01.121568,40,56,0.7142857142857143,
45,ae43c43a016d451bb99248404928b27a,53089486,tight_brutal_funnel,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.69,1,1,7,11,1,0,600,159,1,0.0,149,1,"{'start_auto_explore': 91, 'move': 44, 'noop': 1, 'pickup': 11, 'drink_potion': 1, 'abort': 1}","{'in_explore': 92, 'in_combat': 45, 'auto_explore_active': 91, 'visible_enemies_turns': 47, 'low_hp': 39, 'in_loot': 12, 'floor_complete': 1}","{'explore': 91, 'combat_engage': 44, 'idle': 1, 'loot': 11, 'heal_low_hp': 1, 'no_stairs': 1}",,2025-12-13T08:03:04.861457,38,56,0.6785714285714286,
