run_number,run_id,seed,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
11,7ec411b879024c1ea625da029a40968d,1281686264,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,32.75,3,3,12,0,1,0,129,949,3,388.67,1010,3,"{'start_auto_explore': 582, 'move': 422, 'noop': 3, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 606, 'in_combat': 404, 'auto_explore_active': 799, 'visible_enemies_turns': 418, 'low_hp': 597, 'floor_complete': 65}","{'explore': 582, 'combat_engage': 400, 'idle': 3, 'heal_low_hp': 1, 'navigate': 22, 'descend': 2}",,2025-12-12T20:28:13.325939,27,56,0.48214285714285715,
12,4338029fb274422287846f6b4f5e1e5d,1314968044,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,48.56,3,3,15,0,1,0,82,1293,3,417.67,1364,3,"{'start_auto_explore': 673, 'move': 685, 'noop': 3, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 811, 'in_combat': 553, 'auto_explore_active': 972, 'visible_enemies_turns': 707, 'low_hp': 1183, 'floor_complete': 150}","{'explore': 673, 'combat_engage': 550, 'idle': 3, 'heal_low_hp': 1, 'navigate': 135, 'descend': 2}",,2025-12-12T20:29:02.598502,26,56,0.4642857142857143,
13,bf3155b921c34c95a04cac731548210d,1364241097,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,51.78,3,3,16,0,1,0,121,1425,3,417.33,1490,3,"{'start_auto_explore': 1015, 'move': 467, 'drink_potion': 1, 'noop': 5, 'take_stairs': 2}","{'in_explore': 1107, 'auto_explore_active': 1095, 'in_combat': 383, 'visible_enemies_turns': 380, 'low_hp': 1094, 'floor_complete': 199}","{'explore': 1015, 'combat_engage': 376, 'heal_low_hp': 1, 'idle': 5, 'navigate': 91, 'descend': 2}",,2025-12-12T20:29:55.026412,19,56,0.3392857142857143,
14,6bdb5c6ef1a5420ca814a0b190492f1d,1416669148,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,31.87,3,3,15,0,1,0,126,911,3,384.0,959,3,"{'start_auto_explore': 461, 'move': 493, 'drink_potion': 1, 'noop': 2, 'take_stairs': 2}","{'in_explore': 528, 'in_combat': 431, 'auto_explore_active': 633, 'visible_enemies_turns': 436, 'low_hp': 621, 'floor_complete': 147}","{'explore': 461, 'combat_engage': 427, 'heal_low_hp': 1, 'idle': 2, 'navigate': 66, 'descend': 2}",,2025-12-12T20:30:27.516302,26,56,0.4642857142857143,
15,76b2be125fd247b4a0b1e8db59dc98a3,1449158352,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,31.1,3,3,12,0,1,0,94,915,3,433.67,969,3,"{'start_auto_explore': 583, 'move': 381, 'noop': 2, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 585, 'in_combat': 384, 'auto_explore_active': 729, 'visible_enemies_turns': 335, 'low_hp': 467, 'floor_complete': 112}","{'explore': 583, 'combat_engage': 380, 'idle': 2, 'heal_low_hp': 1, 'descend': 2, 'navigate': 1}",,2025-12-12T20:30:59.064849,30,56,0.5357142857142857,
16,d912bd89c4024409b16d7db2cc52eb12,1480706863,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,37.61,3,3,17,0,1,0,101,1108,3,455.67,1145,3,"{'start_auto_explore': 535, 'move': 604, 'noop': 3, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 556, 'in_combat': 589, 'auto_explore_active': 758, 'visible_enemies_turns': 530, 'low_hp': 623, 'floor_complete': 205}","{'explore': 535, 'combat_engage': 583, 'idle': 3, 'heal_low_hp': 1, 'descend': 2, 'navigate': 21}",,2025-12-12T20:31:37.345997,26,56,0.4642857142857143,
17,a1a9e6323e84429a8ee9a4fa474dee24,1518988154,aggressive,max_turns,max_turns,Hit turn limit (2000),none,57.24,1,1,0,0,0,0,223,1999,1,261.0,2007,1,{'start_auto_explore': 2007},"{'in_explore': 2007, 'auto_explore_active': 2003}",{'explore': 2007},,2025-12-12T20:32:35.030706,56,56,1.0,
18,d1bdce4db53047f2b6b69c9f789a9d7f,1576676548,aggressive,death,death,,all_areas_explored,39.88,2,2,9,0,1,0,585,1119,2,400.5,1213,2,"{'start_auto_explore': 728, 'move': 477, 'drink_potion': 1, 'noop': 6, 'take_stairs': 1}","{'in_explore': 781, 'in_combat': 432, 'auto_explore_active': 978, 'visible_enemies_turns': 495, 'low_hp': 699, 'floor_complete': 99}","{'explore': 728, 'combat_engage': 425, 'heal_low_hp': 1, 'idle': 6, 'navigate': 52, 'descend': 1}",,2025-12-12T20:33:15.388850,-6,56,-0.10714285714285714,0
19,012d191a05084c298d830a802d4ab517,1617031182,aggressive,no_stairs,no_stairs,"no_stairs:unreachable_at_(6, 57)",all_areas_explored,41.51,2,2,10,0,1,0,900,1214,2,275.5,1283,2,"{'start_auto_explore': 814, 'move': 463, 'noop': 3, 'drink_potion': 1, 'take_stairs': 1, 'abort': 1}","{'in_explore': 868, 'auto_explore_active': 950, 'in_combat': 415, 'visible_enemies_turns': 388, 'low_hp': 557, 'floor_complete': 195}","{'explore': 814, 'combat_engage': 409, 'idle': 3, 'heal_low_hp': 1, 'descend': 1, 'navigate': 54, 'no_stairs:unreachable_at_(6, 57)': 1}",,2025-12-12T20:33:57.303062,-3,56,-0.05357142857142857,
20,390c54ab1788480ba457194ad0e9f89e,1658945386,aggressive,max_turns,max_turns,Hit turn limit (2000),none,58.23,1,1,2,0,0,0,523,2006,1,348.0,2007,1,"{'start_auto_explore': 1992, 'move': 15}","{'in_explore': 1992, 'auto_explore_active': 1990, 'in_combat': 15, 'visible_enemies_turns': 15}","{'explore': 1992, 'combat_engage': 15}",,2025-12-12T20:34:56.109921,15,56,0.26785714285714285,
21,585d0dab7d4f46e68fb3b12209d8c850,1717753908,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,55.4,3,3,14,0,1,0,84,1475,3,451.0,1557,3,"{'start_auto_explore': 816, 'move': 737, 'drink_potion': 1, 'noop': 1, 'take_stairs': 2}","{'in_explore': 1097, 'in_combat': 460, 'auto_explore_active': 1057, 'visible_enemies_turns': 500, 'low_hp': 1246, 'floor_complete': 298}","{'explore': 816, 'combat_engage': 457, 'heal_low_hp': 1, 'idle': 1, 'navigate': 280, 'descend': 2}",,2025-12-12T20:35:52.127740,31,56,0.5535714285714286,
22,7cc4260227d6496a91412a1beaa5d5e3,1773771550,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,46.81,3,3,18,0,1,0,103,1299,3,416.0,1349,3,"{'start_auto_explore': 799, 'move': 545, 'drink_potion': 1, 'noop': 2, 'take_stairs': 2}","{'in_explore': 904, 'in_combat': 445, 'auto_explore_active': 930, 'visible_enemies_turns': 502, 'low_hp': 1113, 'floor_complete': 214}","{'explore': 799, 'combat_engage': 441, 'heal_low_hp': 1, 'idle': 2, 'navigate': 104, 'descend': 2}",,2025-12-12T20:36:39.649405,26,56,0.4642857142857143,
23,541e6d24ba3c4e7dbe4da57f1f357667,1821292348,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,43.95,3,3,13,0,1,0,98,1164,3,373.0,1230,3,"{'start_auto_explore': 681, 'move': 544, 'drink_potion': 1, 'noop': 2, 'take_stairs': 2}","{'in_explore': 691, 'in_combat': 539, 'auto_explore_active': 955, 'visible_enemies_turns': 529, 'low_hp': 808, 'floor_complete': 109}","{'explore': 681, 'combat_engage': 534, 'heal_low_hp': 1, 'idle': 2, 'descend': 2, 'navigate': 10}",,2025-12-12T20:37:24.175548,25,56,0.44642857142857145,
24,8f42444f190a4d27a0f34f8477e35456,1865818630,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,32.98,3,3,13,0,1,0,114,887,3,340.67,950,3,"{'start_auto_explore': 630, 'move': 315, 'drink_potion': 1, 'noop': 2, 'take_stairs': 2}","{'in_explore': 690, 'auto_explore_active': 685, 'visible_enemies_turns': 262, 'in_combat': 260, 'low_hp': 498, 'floor_complete': 111}","{'explore': 630, 'combat_engage': 256, 'heal_low_hp': 1, 'idle': 2, 'navigate': 59, 'descend': 2}",,2025-12-12T20:37:57.732889,27,56,0.48214285714285715,
25,5c151f351cee405eb930d995d4d6ea6e,1899374857,aggressive,max_turns,max_turns,Hit turn limit (2000),none,65.05,1,1,4,0,1,0,1427,2014,1,348.0,2017,1,"{'start_auto_explore': 1983, 'move': 33, 'drink_potion': 1}","{'in_explore': 1983, 'auto_explore_active': 1978, 'in_combat': 34, 'visible_enemies_turns': 33, 'low_hp': 2}","{'explore': 1983, 'combat_engage': 33, 'heal_low_hp': 1}",,2025-12-12T20:39:03.363253,51,56,0.9107142857142857,
26,fcb42cd698bc43a5aadfb8521a418411,1965007801,aggressive,max_turns,max_turns,Hit turn limit (2000),none,68.22,1,1,1,0,0,0,999,2004,1,290.0,2011,1,"{'start_auto_explore': 1994, 'move': 17}","{'in_explore': 1994, 'auto_explore_active': 1989, 'in_combat': 17, 'visible_enemies_turns': 17}","{'explore': 1994, 'combat_engage': 17}",,2025-12-12T20:40:12.078425,17,56,0.30357142857142855,
27,51d1bbd518ce4f0f8843be51408213f4,2033722573,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,40.92,3,3,8,0,1,0,90,1109,3,256.67,1175,3,"{'start_auto_explore': 867, 'move': 303, 'noop': 2, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 992, 'auto_explore_active': 843, 'in_combat': 183, 'visible_enemies_turns': 262, 'low_hp': 406, 'floor_complete': 213}","{'explore': 867, 'combat_engage': 179, 'idle': 2, 'heal_low_hp': 1, 'navigate': 124, 'descend': 2}",,2025-12-12T20:40:53.368273,27,56,0.48214285714285715,
28,00bd656d0318491f831b4aa91c5bd80f,2075010736,aggressive,max_turns,max_turns,Hit turn limit (2000),none,56.99,1,1,2,0,1,0,165,2006,1,290.0,2005,1,"{'start_auto_explore': 1989, 'move': 15, 'drink_potion': 1}","{'in_explore': 1989, 'in_combat': 16, 'auto_explore_active': 1988, 'visible_enemies_turns': 15, 'low_hp': 2}","{'explore': 1989, 'combat_engage': 15, 'heal_low_hp': 1}",,2025-12-12T20:41:50.856108,45,56,0.8035714285714286,
29,897911b305504f53ab49b1731b4cd1ec,2132501010,aggressive,stuck,stuck_autoexplore,"stuck_stairs_blocked:at_(105, 54)",all_areas_explored,39.08,2,2,14,0,1,0,844,1068,2,370.0,1134,2,"{'start_auto_explore': 716, 'move': 412, 'noop': 3, 'drink_potion': 1, 'take_stairs': 1, 'abort': 1}","{'in_explore': 796, 'auto_explore_active': 797, 'in_combat': 338, 'visible_enemies_turns': 391, 'low_hp': 568, 'floor_complete': 162}","{'explore': 716, 'combat_engage': 333, 'idle': 3, 'heal_low_hp': 1, 'navigate': 79, 'descend': 1, 'stuck_stairs_blocked:at_(105, 54)': 1}",,2025-12-12T20:42:30.527284,-6,56,-0.10714285714285714,
30,6678dc7e76904b6ca3dba9f1bce7af8c,24685911,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,47.73,3,3,12,0,1,0,117,1258,3,324.0,1341,3,"{'start_auto_explore': 994, 'move': 341, 'noop': 3, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 1085, 'auto_explore_active': 1048, 'in_combat': 256, 'visible_enemies_turns': 275, 'low_hp': 861, 'floor_complete': 133}","{'explore': 994, 'combat_engage': 252, 'idle': 3, 'heal_low_hp': 1, 'navigate': 89, 'descend': 2}",,2025-12-12T20:43:18.745777,26,56,0.4642857142857143,
31,8fd5ed82c6bb467097ca6109a17394d6,72904625,aggressive,max_turns,max_turns,Hit turn limit (2000),none,55.42,1,1,1,0,0,0,105,2001,1,261.0,2003,1,"{'start_auto_explore': 1998, 'move': 5}","{'in_explore': 1998, 'in_combat': 5, 'auto_explore_active': 1997, 'visible_enemies_turns': 5}","{'explore': 1998, 'combat_engage': 5}",,2025-12-12T20:44:14.614092,50,56,0.8928571428571429,
32,c6b74cd5226a49df9d99fdf667acb073,128776121,aggressive,max_turns,max_turns,Hit turn limit (2000),none,54.88,1,1,1,0,0,0,70,2001,1,377.0,2003,1,"{'start_auto_explore': 1996, 'move': 7}","{'in_explore': 1996, 'in_combat': 7, 'auto_explore_active': 1995, 'visible_enemies_turns': 7}","{'explore': 1996, 'combat_engage': 7}",,2025-12-12T20:45:10.132490,56,56,1.0,
33,2f3db9d97a554b66ad391d95617e0350,184292470,aggressive,max_turns,max_turns,Hit turn limit (2000),none,57.71,1,1,1,0,0,0,111,2003,1,377.0,2003,1,"{'start_auto_explore': 1992, 'move': 11}","{'in_explore': 1992, 'in_combat': 11, 'auto_explore_active': 1991, 'visible_enemies_turns': 11}","{'explore': 1992, 'combat_engage': 11}",,2025-12-12T20:46:08.495764,41,56,0.7321428571428571,
34,3f32dece7b2f44e88aeddf1e5f7c6526,242657245,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,36.53,3,3,15,0,1,0,98,966,3,344.0,1012,3,"{'start_auto_explore': 548, 'move': 459, 'drink_potion': 1, 'noop': 2, 'take_stairs': 2}","{'in_explore': 630, 'in_combat': 382, 'auto_explore_active': 673, 'visible_enemies_turns': 449, 'low_hp': 734, 'floor_complete': 159}","{'explore': 548, 'combat_engage': 378, 'heal_low_hp': 1, 'idle': 2, 'navigate': 81, 'descend': 2}",,2025-12-12T20:46:45.622307,26,56,0.4642857142857143,
35,22b1a77b262d4671b3b98d8221f49795,279781033,aggressive,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,0.64,1,1,1,0,0,0,80,10,1,319.0,24,1,"{'start_auto_explore': 16, 'move': 7, 'abort': 1}","{'in_explore': 17, 'in_combat': 7, 'auto_explore_active': 13, 'visible_enemies_turns': 7}","{'explore': 16, 'combat_engage': 7, 'stuck_movement_blocked': 1}",,2025-12-12T20:46:46.794562,38,56,0.6785714285714286,
36,957401417c334ddfbaee96cd419f28c2,280951388,aggressive,max_turns,max_turns,Hit turn limit (2000),none,63.3,1,1,1,0,0,0,1041,2002,1,348.0,2018,1,"{'start_auto_explore': 1996, 'move': 22}","{'in_explore': 1996, 'auto_explore_active': 1999, 'in_combat': 22, 'visible_enemies_turns': 28}","{'explore': 1996, 'combat_engage': 22}",,2025-12-12T20:47:50.678384,56,56,1.0,
37,89b1e3cd28984be097373c5a554eccf2,344840052,aggressive,max_turns,max_turns,Hit turn limit (2000),none,62.8,1,1,1,0,0,0,533,2004,1,435.0,2013,1,"{'start_auto_explore': 2001, 'move': 12}","{'in_explore': 2001, 'auto_explore_active': 1995, 'visible_enemies_turns': 18, 'in_combat': 12}","{'explore': 2001, 'combat_engage': 12}",,2025-12-12T20:48:54.194139,32,56,0.5714285714285714,
38,5ff7aca264cf4ef08ef0f4879129ee46,408354999,aggressive,max_turns,max_turns,Hit turn limit (2000),none,60.24,1,1,1,0,0,0,703,2002,1,319.0,2007,1,"{'start_auto_explore': 1998, 'move': 9}","{'in_explore': 1998, 'auto_explore_active': 1995, 'in_combat': 9, 'visible_enemies_turns': 9}","{'explore': 1998, 'combat_engage': 9}",,2025-12-12T20:49:54.973992,34,56,0.6071428571428571,
39,941390db86cb44f98d5d4827280b7854,469134988,aggressive,max_turns,max_turns,Hit turn limit (2000),none,60.03,1,1,2,0,0,0,290,2007,1,348.0,2014,1,"{'start_auto_explore': 1985, 'move': 29}","{'in_explore': 1985, 'auto_explore_active': 1989, 'in_combat': 29, 'visible_enemies_turns': 33}","{'explore': 1985, 'combat_engage': 29}",,2025-12-12T20:50:55.586581,24,56,0.42857142857142855,
40,8227bade54494a00b0df3e9950ebe599,529748006,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,42.7,3,3,14,0,1,0,113,1132,3,315.0,1203,3,"{'start_auto_explore': 688, 'move': 511, 'drink_potion': 1, 'noop': 1, 'take_stairs': 2}","{'in_explore': 767, 'in_combat': 436, 'auto_explore_active': 835, 'visible_enemies_turns': 372, 'low_hp': 881, 'floor_complete': 188}","{'explore': 688, 'combat_engage': 433, 'heal_low_hp': 1, 'idle': 1, 'navigate': 78, 'descend': 2}",,2025-12-12T20:51:38.870443,33,56,0.5892857142857143,
41,64a1b313730145eb836841183b11c2f1,573029338,aggressive,max_turns,max_turns,Hit turn limit (2000),none,67.86,1,1,0,0,0,0,1104,1999,1,203.0,2015,1,{'start_auto_explore': 2015},"{'in_explore': 2015, 'auto_explore_active': 2007}",{'explore': 2015},,2025-12-12T20:52:47.096521,56,56,1.0,
42,5dfc957c5d744d8ba5d9e3cdaeff8e64,641258025,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,46.43,3,3,13,0,1,0,135,1240,3,316.67,1302,3,"{'start_auto_explore': 932, 'move': 364, 'drink_potion': 1, 'noop': 3, 'take_stairs': 2}","{'in_explore': 974, 'auto_explore_active': 987, 'in_combat': 328, 'visible_enemies_turns': 303, 'low_hp': 839, 'floor_complete': 166}","{'explore': 932, 'combat_engage': 323, 'heal_low_hp': 1, 'idle': 3, 'navigate': 41, 'descend': 2}",,2025-12-12T20:53:34.023404,27,56,0.48214285714285715,
43,e793cc2860a04be098cad6717a2f49fe,688182920,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,38.56,3,3,14,0,1,0,88,1044,3,402.0,1074,3,"{'start_auto_explore': 619, 'move': 447, 'drink_potion': 1, 'noop': 5, 'take_stairs': 2}","{'in_explore': 706, 'in_combat': 368, 'auto_explore_active': 715, 'visible_enemies_turns': 373, 'low_hp': 760, 'floor_complete': 210}","{'explore': 619, 'combat_engage': 361, 'heal_low_hp': 1, 'idle': 5, 'navigate': 86, 'descend': 2}",,2025-12-12T20:54:13.076902,21,56,0.375,
44,78c5c2fedd9b4b569124f7084abf6ad3,727235442,aggressive,max_turns,max_turns,Hit turn limit (2000),none,59.83,1,1,1,0,0,0,456,2004,1,290.0,2022,1,"{'start_auto_explore': 2002, 'move': 20}","{'in_explore': 2002, 'auto_explore_active': 1999, 'in_combat': 20, 'visible_enemies_turns': 26}","{'explore': 2002, 'combat_engage': 20}",,2025-12-12T20:55:13.404516,34,56,0.6071428571428571,
45,fc4970ee36bd4320afb85a26dd56949e,787565907,aggressive,max_turns,max_turns,Hit turn limit (2000),none,60.3,1,1,1,0,0,0,291,2003,1,203.0,2009,1,"{'start_auto_explore': 2000, 'move': 9}","{'in_explore': 2000, 'auto_explore_active': 1996, 'in_combat': 9, 'visible_enemies_turns': 9}","{'explore': 2000, 'combat_engage': 9}",,2025-12-12T20:56:14.074332,53,56,0.9464285714285714,
46,1cf0c6f3a7c0492395b6779a8e93cb1e,848236182,aggressive,max_turns,max_turns,Hit turn limit (2000),none,58.62,1,1,1,0,0,0,124,2004,1,348.0,2003,1,"{'start_auto_explore': 1993, 'move': 10}","{'in_explore': 1993, 'in_combat': 10, 'auto_explore_active': 1992, 'visible_enemies_turns': 10}","{'explore': 1993, 'combat_engage': 10}",,2025-12-12T20:57:13.287445,29,56,0.5178571428571429,
47,5fe851f2eaf546f7bb88dbaef1fe8d59,907449609,aggressive,max_turns,max_turns,Hit turn limit (2000),none,60.56,1,1,2,0,0,0,268,2004,1,319.0,2005,1,"{'start_auto_explore': 1987, 'move': 18}","{'in_explore': 1987, 'in_combat': 18, 'auto_explore_active': 1986, 'visible_enemies_turns': 18}","{'explore': 1987, 'combat_engage': 18}",,2025-12-12T20:58:14.392517,33,56,0.5892857142857143,
48,e8c65eb18c594ccfb793859e6c9c3228,968554600,aggressive,max_turns,max_turns,Hit turn limit (2000),none,59.09,1,1,0,0,0,0,196,1999,1,232.0,2007,1,{'start_auto_explore': 2007},"{'in_explore': 2007, 'auto_explore_active': 2003}",{'explore': 2007},,2025-12-12T20:59:13.906190,56,56,1.0,
49,f6d4db74dbfe4a058c34380cf701aa5b,1028067137,aggressive,no_stairs,no_stairs,"no_stairs:unreachable_at_(26, 37)",all_areas_explored,36.68,2,2,11,0,1,0,397,980,2,327.0,1033,2,"{'start_auto_explore': 561, 'move': 467, 'drink_potion': 1, 'noop': 2, 'take_stairs': 1, 'abort': 1}","{'in_explore': 693, 'in_combat': 340, 'auto_explore_active': 700, 'visible_enemies_turns': 380, 'low_hp': 726, 'floor_complete': 172}","{'explore': 561, 'combat_engage': 337, 'heal_low_hp': 1, 'idle': 2, 'navigate': 130, 'descend': 1, 'no_stairs:unreachable_at_(26, 37)': 1}",,2025-12-12T20:59:51.076358,-6,56,-0.10714285714285714,
50,c177a0ea01b14fec8275f6b9c3314df6,1065234970,aggressive,run_complete,none,Reached maximum floor limit,all_areas_explored,39.85,3,3,15,0,1,0,84,1105,3,345.0,1146,3,"{'start_auto_explore': 820, 'move': 318, 'noop': 5, 'drink_potion': 1, 'take_stairs': 2}","{'in_explore': 897, 'auto_explore_active': 810, 'in_combat': 249, 'visible_enemies_turns': 207, 'low_hp': 830, 'floor_complete': 159}","{'explore': 820, 'combat_engage': 242, 'idle': 5, 'heal_low_hp': 1, 'navigate': 76, 'descend': 2}",,2025-12-12T21:00:31.497627,20,56,0.35714285714285715,
